FIPS,c,s,sf
55037,Florence County,Wis.,5567
55039,Fond du Lac County,Wis.,5841
55041,Forest County,Wis.,5600
55043,Grant County,Wis.,6386
55045,Green County,Wis.,6415
55047,Green Lake County,Wis.,5817
55049,Iowa County,Wis.,6395
55051,Iron County,Wis.,5778
55053,Jackson County,Wis.,5622
55055,Jefferson County,Wis.,6217
55057,Juneau County,Wis.,6151
55059,Kenosha County,Wis.,4953
55061,Kewaunee County,Wis.,5255
55063,La Crosse County,Wis.,5611
55065,Lafayette County,Wis.,6213
55067,Langlade County,Wis.,5252
55069,Lincoln County,Wis.,5261
55071,Manitowoc County,Wis.,5226
55073,Marathon County,Wis.,5261
55075,Marinette County,Wis.,5226
55077,Marquette County,Wis.,5817
55078,Menominee County,Wis.,5567
55079,Milwaukee County,Wis.,5532
55081,Monroe County,Wis.,5617
55083,Oconto County,Wis.,5226
55085,Oneida County,Wis.,5413
55087,Outagamie County,Wis.,5684
55089,Ozaukee County,Wis.,5532
55091,Pepin County,Wis.,5800
55093,Pierce County,Wis.,5850
55095,Polk County,Wis.,5850
55097,Portage County,Wis.,5213
55099,Price County,Wis.,5738
55101,Racine County,Wis.,5532
55103,Richland County,Wis.,6205
55105,Rock County,Wis.,6477
55107,Rusk County,Wis.,5800
55109,St. Croix County,Wis.,5850
55111,Sauk County,Wis.,6277
55113,Sawyer County,Wis.,5690
55115,Shawano County,Wis.,5292
55117,Sheboygan County,Wis.,5226
55119,Taylor County,Wis.,5252
55121,Trempealeau County,Wis.,5622
55123,Vernon County,Wis.,6067
55125,Vilas County,Wis.,5600
55127,Walworth County,Wis.,5597
55129,Washburn County,Wis.,5717
55131,Washington County,Wis.,5532
55133,Waukesha County,Wis.,5226
55135,Waupaca County,Wis.,5213
55137,Waushara County,Wis.,5641
55139,Winnebago County,Wis.,5532
55141,Wood County,Wis.,5213
54001,Barbour County,W.Va.,6400
54003,Berkeley County,W.Va.,6400
54005,Boone County,W.Va.,6400
54007,Braxton County,W.Va.,6400
54009,Brooke County,W.Va.,6400
54011,Cabell County,W.Va.,6400
54013,Calhoun County,W.Va.,6400
54015,Clay County,W.Va.,6400
54017,Doddridge County,W.Va.,6400
54019,Fayette County,W.Va.,6400
54021,Gilmer County,W.Va.,6400
54023,Grant County,W.Va.,6400
54025,Greenbrier County,W.Va.,6400
54027,Hampshire County,W.Va.,6400
54029,Hancock County,W.Va.,6400
54031,Hardy County,W.Va.,6400
54033,Harrison County,W.Va.,6400
54035,Jackson County,W.Va.,6400
54037,Jefferson County,W.Va.,6400
54039,Kanawha County,W.Va.,6400
54041,Lewis County,W.Va.,6400
54043,Lincoln County,W.Va.,6400
54045,Logan County,W.Va.,6400
54049,Marion County,W.Va.,6400
54051,Marshall County,W.Va.,6400
54053,Mason County,W.Va.,6400
54047,McDowell County,W.Va.,6400
54055,Mercer County,W.Va.,6400
54057,Mineral County,W.Va.,6400
54059,Mingo County,W.Va.,6400
54061,Monongalia County,W.Va.,6400
54063,Monroe County,W.Va.,6400
54065,Morgan County,W.Va.,6400
54067,Nicholas County,W.Va.,6400
54069,Ohio County,W.Va.,6400
54071,Pendleton County,W.Va.,6400
54073,Pleasants County,W.Va.,6400
54075,Pocahontas County,W.Va.,6400
54077,Preston County,W.Va.,6400
54079,Putnam County,W.Va.,6400
54081,Raleigh County,W.Va.,6400
54083,Randolph County,W.Va.,6400
54085,Ritchie County,W.Va.,6400
54087,Roane County,W.Va.,6400
54089,Summers County,W.Va.,6400
54091,Taylor County,W.Va.,6400
54093,Tucker County,W.Va.,6400
54095,Tyler County,W.Va.,6400
54097,Upshur County,W.Va.,6400
54099,Wayne County,W.Va.,6400
54101,Webster County,W.Va.,6400
54103,Wetzel County,W.Va.,6400
54105,Wirt County,W.Va.,6400
54107,Wood County,W.Va.,6400
54109,Wyoming County,W.Va.,6400
56001,Albany County,Wyo.,5000
56003,Big Horn County,Wyo.,5000
56005,Campbell County,Wyo.,5000
56007,Carbon County,Wyo.,5000
56009,Converse County,Wyo.,5000
56011,Crook County,Wyo.,5000
56013,Fremont County,Wyo.,5000
56015,Goshen County,Wyo.,5000
56017,Hot Springs County,Wyo.,5000
56019,Johnson County,Wyo.,5000
56021,Laramie County,Wyo.,5000
56023,Lincoln County,Wyo.,5000
56025,Natrona County,Wyo.,5000
56027,Niobrara County,Wyo.,5000
56029,Park County,Wyo.,5000
56031,Platte County,Wyo.,5000
56033,Sheridan County,Wyo.,5000
56035,Sublette County,Wyo.,5000
56037,Sweetwater County,Wyo.,5000
56039,Teton County,Wyo.,5000
56041,Uinta County,Wyo.,5000
56043,Washakie County,Wyo.,5000
56045,Weston County,Wyo.,5000
